-2.298452e+01;-1.395217e+01;-6.770029e+00;-1.412148e+01;-4.077488e+00;-2.468554e+01;-1.754150e+01;-5.856356e+00;-1.247648e+01;1.880950e+01;-2.117199e+01;-1.301166e+01;6.874701e+01;7.516402e+00;4.408066e+00;7.301459e+00;1.937590e-01;3.417571e+00;8.415004e+00;3.605474e+00;1.813585e+00;-2.941813e+00;-5.394788e+00;9.085478e+00;2.869016e+00;1.937608e+01;3.358340e-01;-3.040687e-01;1.304651e+00;-5.381725e-01;5.343407e-01;-1.812030e+00;1.094459e+00;-3.465353e-01;2.699659e+00;3.589410e-01;-6.068314e-01;-1.079895e+00;-1.309232e+00
-6.399111e+00;1.553984e+00;7.493708e+00;-1.167682e+01;6.164217e+00;2.017228e+00;-9.619542e+00;-2.768979e+00;-3.166433e+01;-2.127165e+00;1.328551e+01;6.815813e+00;1.289691e+02;1.030750e+01;4.549747e+00;1.320099e+01;-1.099010e+00;5.339616e+00;5.668169e+00;4.555076e+00;1.792054e+00;4.501113e+00;-6.174087e+00;8.208401e+00;-1.551947e+00;2.031695e+01;-9.059070e-01;-1.450148e+00;-5.994276e-01;-6.521887e-01;-7.270646e-03;-3.578852e+00;1.429247e+00;-1.543474e+00;3.314772e+00;1.076886e+00;-1.895826e+00;-1.092900e+00;-4.937012e+00
6.304794e+00;3.350787e-01;2.260540e+01;-1.437501e+01;7.889514e+00;4.038095e+00;-3.475114e+00;1.667881e+00;-1.759163e+01;2.303900e+00;7.026652e+00;-8.580309e+00;1.355164e+02;7.800025e+00;2.816881e+00;1.087495e+01;-1.850719e+00;5.128253e+00;7.282718e-01;8.602967e+00;9.167435e-02;6.835019e+00;-3.210433e+00;6.489859e+00;-3.199768e-01;1.235949e+01;-2.579134e+00;-1.973830e+00;-2.940333e+00;-5.888078e-01;-6.092814e-01;-3.661918e+00;2.587794e-01;-2.136174e+00;1.292807e+00;1.095614e+00;-1.758693e+00;8.531884e-02;-6.689313e+00
1.390832e+01;1.652940e+00;4.454721e+01;-1.948976e+01;1.663709e+01;-1.070651e+01;-1.799318e+00;-6.582039e-01;1.258666e+01;-3.808126e+00;5.770696e+00;-2.298706e+01;1.369471e+02;2.845055e+00;-2.047083e+00;2.517576e+00;-2.044945e+00;2.525877e+00;-5.635890e+00;8.252965e+00;-5.042830e+00;8.743632e+00;-1.102534e+00;9.041588e-01;-1.000985e+00;-1.800681e+00;-3.739542e+00;-1.779115e+00;-4.218164e+00;5.369360e-01;-7.786095e-01;-1.975779e+00;-1.540093e+00;-5.816852e-01;-1.879105e+00;3.171634e-01;-1.803573e+00;1.009553e+00;-5.577170e+00
5.861891e+00;8.275649e-02;2.907796e+01;-1.946861e+01;1.632734e+01;-1.468231e+01;2.156322e+01;-6.453372e+00;-4.268789e-01;3.597816e+00;1.503471e+01;2.898985e-01;1.265555e+02;-1.648044e+00;-2.162666e+00;-2.058498e+00;-2.277312e+00;1.778034e+00;-4.242558e+00;3.050427e+00;-5.449841e+00;1.400962e+00;-2.452492e+00;3.944132e+00;3.020129e+00;-3.011671e+00;-2.655341e+00;-6.597661e-01;-1.546147e+00;1.739212e+00;2.060764e-01;3.207728e-01;-3.507954e+00;1.880550e+00;-2.658714e+00;-1.140895e+00;-1.552205e+00;1.969658e-01;-1.684487e+00
8.047617e+00;-8.555272e+00;1.684530e+01;-1.935475e+01;1.457469e+01;-1.680202e+01;1.912612e+01;-2.392250e+01;3.471460e+00;-8.286791e+00;1.380228e+01;-2.624214e+00;1.244462e+02;-3.666177e+00;-1.856056e+00;-1.423107e+00;1.798967e+00;3.121678e+00;-1.725309e+00;-3.691168e-01;1.654386e+00;-2.177383e+00;-4.967240e+00;4.633996e-01;1.825763e+00;1.166794e-01;-6.786057e-01;7.280276e-01;9.727846e-01;1.763418e+00;6.942717e-01;1.750158e+00;-1.955502e+00;2.377604e+00;-1.710760e+00;-4.871585e-01;-1.009597e+00;-2.024864e-01;1.120739e+00
9.949231e-01;-5.374146e+00;2.616386e+01;-2.582908e+01;1.781088e+01;-1.412695e+01;1.314302e+00;-1.394917e+01;-6.029222e+00;-7.719229e+00;2.273152e+01;-3.661088e+00;1.267085e+02;-2.221066e+00;-5.774632e-01;5.114552e+00;4.923385e+00;5.860734e+00;3.768455e-01;-4.625760e+00;6.145817e+00;-9.980413e-01;-6.982553e+00;-1.050786e+00;-7.485216e-01;2.978371e+00;1.121019e+00;7.433634e-01;5.997545e-01;5.941472e-01;-7.311252e-01;7.340714e-01;1.547430e-01;-7.958835e-02;5.980619e-01;7.267112e-01;-2.109004e+00;-1.186301e+00;3.226115e-01
-1.989083e+00;-4.898888e+00;3.888873e+01;-7.314691e+00;3.150371e+01;-1.961074e+01;6.479557e+00;1.136162e+01;4.500914e+00;-2.298580e+01;4.239291e+00;-1.188276e+01;1.374540e+02;-2.614625e-01;8.004533e-01;3.794973e+00;3.171795e+00;3.955885e+00;8.051996e-01;2.313550e+00;1.047360e+00;1.389335e+00;-1.273296e+00;-1.646367e+00;-1.290910e-01;8.079956e-01;1.632268e+00;4.863372e-01;-1.064175e+00;-1.834384e+00;-2.582155e+00;-8.705623e-01;2.078404e-01;-2.998135e+00;9.604731e-01;1.942056e+00;-6.598040e-01;-1.454383e+00;-1.125065e+00
-2.250882e-01;-4.632751e+00;4.362901e+01;-8.717110e-01;3.716650e+01;-1.139372e+01;4.757700e+00;6.633649e+00;-5.931812e+00;-2.396544e+01;1.456228e+01;1.176561e+00;1.349434e+02;2.254691e+00;2.258969e-01;-1.668766e+00;7.009506e-03;-2.294696e+00;-1.837456e+00;2.482808e+00;-5.544270e+00;2.607913e+00;-6.659086e-01;-5.546005e+00;-1.933950e+00;-1.744271e+00;4.334725e-01;-5.615894e-01;-1.649730e+00;-2.724653e+00;-3.242574e+00;-1.910331e+00;-1.081941e+00;-1.159939e+00;1.035256e-01;1.934826e+00;1.039346e-01;-1.764539e+00;-7.623776e-01
7.350310e+00;-4.923703e+00;2.708759e+01;-1.597446e+01;2.467631e+01;-1.414263e+01;2.897217e+01;-2.897711e+01;1.036943e+01;-6.530163e+00;9.655065e+00;-5.688493e+00;1.243687e+02;2.257284e+00;1.739505e-01;-3.352322e+00;-4.914767e+00;-5.711380e+00;-4.970969e+00;-2.884199e+00;-7.491244e+00;8.220056e-01;1.584717e+00;-5.880108e-01;-4.853436e+00;-3.147325e+00;-6.877896e-01;-1.163340e+00;-1.405080e-01;-1.744145e+00;-1.340003e+00;-1.257546e+00;-3.238190e+00;2.488826e+00;-1.501125e+00;-1.821337e-02;9.629553e-01;-1.129025e+00;6.563396e-01
